Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway MPG,City MPG,Popularity,MSRP,Total MPG,Price per HP
BMW,M5,2015,premium unleaded (required),560,8,automated_manual,rear wheel drive,4,"factory tuner,luxury,high-performance",large,sedan,20,14,3916,93600,17.0,167
BMW,M5,2016,premium unleaded (required),560,8,automated_manual,rear wheel drive,4,"factory tuner,luxury,high-performance",large,sedan,20,14,3916,94100,17.0,168
BMW,M6 Gran Coupe,2015,premium unleaded (required),560,8,automated_manual,rear wheel drive,4,"factory tuner,luxury,high-performance",large,sedan,20,14,3916,115700,17.0,207
BMW,M6 Gran Coupe,2016,premium unleaded (required),552,8,automated_manual,rear wheel drive,4,"factory tuner,luxury,high-performance",large,sedan,20,14,3916,117200,17.0,212
BMW,M6 Gran Coupe,2017,premium unleaded (required),560,8,automated_manual,rear wheel drive,4,"factory tuner,luxury,high-performance",large,sedan,20,14,3916,117500,17.0,210
BMW,M6,2015,premium unleaded (required),560,8,automated_manual,rear wheel drive,2,"factory tuner,luxury,high-performance",midsize,convertible,20,14,3916,118200,17.0,211
BMW,M6,2015,premium unleaded (required),560,8,automated_manual,rear wheel drive,2,"factory tuner,luxury,high-performance",midsize,coupe,20,14,3916,111900,17.0,200
BMW,M6,2016,premium unleaded (required),552,8,automated_manual,rear wheel drive,2,"factory tuner,luxury,high-performance",midsize,convertible,20,14,3916,119700,17.0,217
BMW,M6,2016,premium unleaded (required),552,8,automated_manual,rear wheel drive,2,"factory tuner,luxury,high-performance",midsize,coupe,20,14,3916,113400,17.0,205
BMW,M6,2017,premium unleaded (required),560,8,automated_manual,rear wheel drive,2,"factory tuner,luxury,high-performance",midsize,coupe,20,14,3916,113700,17.0,203
BMW,M6,2017,premium unleaded (required),560,8,automated_manual,rear wheel drive,2,"factory tuner,luxury,high-performance",midsize,convertible,22,15,3916,120000,18.5,214
Porsche,Macan,2015,premium unleaded (required),400,6,automated_manual,all wheel drive,4,"crossover,luxury,performance",midsize,4dr suv,23,17,1715,72300,20.0,181
Porsche,Macan,2015,premium unleaded (required),340,6,automated_manual,all wheel drive,4,"crossover,luxury,performance",midsize,4dr suv,23,17,1715,49900,20.0,147
Porsche,Macan,2016,premium unleaded (required),340,6,automated_manual,all wheel drive,4,"crossover,luxury,performance",midsize,4dr suv,23,17,1715,52600,20.0,155
Porsche,Macan,2016,premium unleaded (required),400,6,automated_manual,all wheel drive,4,"crossover,luxury,performance",midsize,4dr suv,23,17,1715,73900,20.0,185
Porsche,Macan,2017,premium unleaded (required),360,6,automated_manual,all wheel drive,4,"crossover,luxury,high-performance",midsize,4dr suv,23,17,1715,67200,20.0,187
Porsche,Macan,2017,premium unleaded (required),340,6,automated_manual,all wheel drive,4,"crossover,luxury,performance",midsize,4dr suv,23,17,1715,54400,20.0,160
Porsche,Macan,2017,premium unleaded (required),400,6,automated_manual,all wheel drive,4,"crossover,luxury,performance",midsize,4dr suv,23,17,1715,76000,20.0,190
Porsche,Macan,2017,premium unleaded (required),252,4,automated_manual,all wheel drive,4,"crossover,luxury",midsize,4dr suv,25,20,1715,47500,22.5,188
Dodge,Magnum,2006,regular unleaded,340,8,automatic,all wheel drive,4,unspecified,large,wagon,22,15,1851,32855,18.5,97
Dodge,Magnum,2006,regular unleaded,340,8,automatic,rear wheel drive,4,unspecified,large,wagon,23,15,1851,30855,19.0,91
Dodge,Magnum,2006,regular unleaded,190,6,automatic,rear wheel drive,4,unspecified,large,wagon,26,18,1851,22680,22.0,119
Dodge,Magnum,2006,regular unleaded,250,6,automatic,all wheel drive,4,crossover,large,wagon,22,15,1851,29100,18.5,116
Dodge,Magnum,2006,premium unleaded (required),425,8,automatic,rear wheel drive,4,"factory tuner,high-performance",large,wagon,18,13,1851,37320,15.5,88
Dodge,Magnum,2007,regular unleaded,250,6,automatic,all wheel drive,4,"crossover,hybrid",large,wagon,22,15,1851,29860,18.5,119
Dodge,Magnum,2007,regular unleaded,190,6,automatic,rear wheel drive,4,unspecified,large,wagon,26,18,1851,23370,22.0,123
Dodge,Magnum,2007,regular unleaded,340,8,automatic,rear wheel drive,4,performance,large,wagon,23,15,1851,31515,19.0,93
Dodge,Magnum,2007,regular unleaded,340,8,automatic,all wheel drive,4,unspecified,large,wagon,22,15,1851,33615,18.5,99
Dodge,Magnum,2007,premium unleaded (required),425,8,automatic,rear wheel drive,4,"factory tuner,high-performance",large,wagon,18,13,1851,37795,15.5,89
Dodge,Magnum,2008,premium unleaded (recommended),425,8,automatic,rear wheel drive,4,"factory tuner,high-performance",large,wagon,18,13,1851,38105,15.5,90
Dodge,Magnum,2008,regular unleaded,340,8,automatic,all wheel drive,4,unspecified,large,wagon,22,15,1851,33880,18.5,100
Dodge,Magnum,2008,regular unleaded,250,6,automatic,rear wheel drive,4,crossover,large,wagon,24,17,1851,27225,20.5,109
Dodge,Magnum,2008,regular unleaded,250,6,automatic,all wheel drive,4,unspecified,large,wagon,22,15,1851,29855,18.5,119
Dodge,Magnum,2008,regular unleaded,340,8,automatic,rear wheel drive,4,performance,large,wagon,23,15,1851,31780,19.0,93
Dodge,Magnum,2008,regular unleaded,178,6,automatic,rear wheel drive,4,unspecified,large,wagon,26,18,1851,23420,22.0,132
Chevrolet,Malibu Classic,2008,regular unleaded,219,6,automatic,front wheel drive,4,unspecified,midsize,sedan,29,18,1385,20320,23.5,93
Chevrolet,Malibu Classic,2008,regular unleaded,145,4,automatic,front wheel drive,4,unspecified,midsize,sedan,30,22,1385,17935,26.0,124
Chevrolet,Malibu Classic,2008,regular unleaded,219,6,automatic,front wheel drive,4,hatchback,midsize,sedan,29,18,1385,19695,23.5,90
Chevrolet,Malibu Hybrid,2008,regular unleaded,164,4,automatic,front wheel drive,4,hybrid,midsize,sedan,32,24,1385,23640,28.0,144
Chevrolet,Malibu Hybrid,2009,regular unleaded,164,4,automatic,front wheel drive,4,hybrid,midsize,sedan,34,26,1385,25555,30.0,156
Chevrolet,Malibu Hybrid,2010,regular unleaded,164,4,automatic,front wheel drive,4,hybrid,midsize,sedan,34,26,1385,25925,30.0,158
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,automatic,front wheel drive,4,unspecified,midsize,sedan,34,24,1385,23835,29.0,121
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,automatic,front wheel drive,4,unspecified,midsize,sedan,34,24,1385,22565,29.0,115
Chevrolet,Malibu Limited,2016,regular unleaded,197,4,automatic,front wheel drive,4,unspecified,midsize,sedan,34,24,1385,28420,29.0,144
Chevrolet,Malibu Maxx,2005,regular unleaded,200,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,20,1385,24610,24.0,123
Chevrolet,Malibu Maxx,2005,regular unleaded,200,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,20,1385,21465,24.0,107
Chevrolet,Malibu Maxx,2005,regular unleaded,200,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,20,1385,20965,24.0,105
Chevrolet,Malibu Maxx,2006,regular unleaded,201,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,20,1385,23465,24.0,117
Chevrolet,Malibu Maxx,2006,regular unleaded,201,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,20,1385,20165,24.0,100
Chevrolet,Malibu Maxx,2006,regular unleaded,240,6,automatic,front wheel drive,4,"hatchback,performance",midsize,4dr hatchback,24,16,1385,23265,20.0,97
Chevrolet,Malibu Maxx,2006,regular unleaded,201,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,20,1385,19565,24.0,97
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,18,1385,20575,23.0,95
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,automatic,front wheel drive,4,hatchback,midsize,4dr hatchback,28,18,1385,19795,23.0,91
Chevrolet,Malibu Maxx,2007,regular unleaded,240,6,automatic,front wheel drive,4,"hatchback,performance",midsize,4dr hatchback,22,15,1385,23710,18.5,99
Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,automatic,front wheel drive,4,"hatchback,performance",midsize,4dr hatchback,28,18,1385,23915,23.0,110
Chevrolet,Malibu,2015,regular unleaded,196,4,automatic,front wheel drive,4,crossover,midsize,sedan,36,25,1385,28195,30.5,144
Chevrolet,Malibu,2015,regular unleaded,196,4,automatic,front wheel drive,4,unspecified,midsize,sedan,36,25,1385,25470,30.5,130
Chevrolet,Malibu,2015,premium unleaded (recommended),259,4,automatic,front wheel drive,4,performance,midsize,sedan,30,21,1385,30355,25.5,117
Chevrolet,Malibu,2015,regular unleaded,196,4,automatic,front wheel drive,4,unspecified,midsize,sedan,36,25,1385,22340,30.5,114
Chevrolet,Malibu,2015,premium unleaded (recommended),259,4,automatic,front wheel drive,4,performance,midsize,sedan,30,21,1385,27005,25.5,104
Chevrolet,Malibu,2015,regular unleaded,196,4,automatic,front wheel drive,4,unspecified,midsize,sedan,36,25,1385,23610,30.5,120
Chevrolet,Malibu,2016,regular unleaded,160,4,automatic,front wheel drive,4,unspecified,midsize,sedan,37,27,1385,21625,32.0,135
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,automatic,front wheel drive,4,performance,midsize,sedan,33,22,1385,28620,27.5,114
Chevrolet,Malibu,2016,regular unleaded,182,4,direct_drive,front wheel drive,4,hybrid,midsize,sedan,46,47,1385,27770,46.5,153
Chevrolet,Malibu,2016,premium unleaded (recommended),250,4,automatic,front wheel drive,4,performance,midsize,sedan,33,22,1385,30920,27.5,124
Chevrolet,Malibu,2016,regular unleaded,160,4,automatic,front wheel drive,4,crossover,midsize,sedan,37,27,1385,23120,32.0,144
Chevrolet,Malibu,2016,regular unleaded,160,4,automatic,front wheel drive,4,unspecified,midsize,sedan,37,27,1385,25020,32.0,156
Chevrolet,Malibu,2017,regular unleaded,160,4,automatic,front wheel drive,4,unspecified,midsize,sedan,36,27,1385,25125,31.5,157
Chevrolet,Malibu,2017,regular unleaded,182,4,direct_drive,front wheel drive,4,hybrid,midsize,sedan,43,49,1385,27875,46.0,153
Chevrolet,Malibu,2017,regular unleaded,160,4,automatic,front wheel drive,4,unspecified,midsize,sedan,36,27,1385,21680,31.5,136
Chevrolet,Malibu,2017,premium unleaded (recommended),250,4,automatic,front wheel drive,4,performance,midsize,sedan,33,22,1385,30975,27.5,124
Chevrolet,Malibu,2017,regular unleaded,160,4,automatic,front wheel drive,4,flex fuel,midsize,sedan,36,27,1385,23225,31.5,145
Lincoln,Mark LT,2006,regular unleaded,300,8,automatic,rear wheel drive,4,luxury,large,crew cab pickup,18,13,61,38680,15.5,129
Lincoln,Mark LT,2006,regular unleaded,300,8,automatic,four wheel drive,4,luxury,large,crew cab pickup,16,12,61,42235,14.0,141
Lincoln,Mark LT,2007,regular unleaded,300,8,automatic,four wheel drive,4,luxury,large,crew cab pickup,16,12,61,41225,14.0,137
Lincoln,Mark LT,2007,regular unleaded,300,8,automatic,four wheel drive,4,luxury,large,crew cab pickup,16,12,61,41525,14.0,138
Lincoln,Mark LT,2007,regular unleaded,300,8,automatic,rear wheel drive,4,luxury,large,crew cab pickup,16,12,61,38425,14.0,128
Lincoln,Mark LT,2007,regular unleaded,300,8,automatic,rear wheel drive,4,luxury,large,crew cab pickup,16,12,61,38125,14.0,127
Lincoln,Mark LT,2008,regular unleaded,300,8,automatic,rear wheel drive,4,luxury,large,crew cab pickup,16,12,61,38915,14.0,130
Lincoln,Mark LT,2008,regular unleaded,300,8,automatic,four wheel drive,4,luxury,large,crew cab pickup,17,13,61,42015,15.0,140
Lincoln,Mark LT,2008,regular unleaded,300,8,automatic,four wheel drive,4,luxury,large,crew cab pickup,17,13,61,41715,15.0,139
Lincoln,Mark LT,2008,regular unleaded,300,8,automatic,rear wheel drive,4,luxury,large,crew cab pickup,16,12,61,38615,14.0,129
Lincoln,Mark VIII,1996,regular unleaded,280,8,automatic,rear wheel drive,2,luxury,large,coupe,24,16,61,2000,20.0,7
Lincoln,Mark VIII,1997,regular unleaded,280,8,automatic,rear wheel drive,2,luxury,large,coupe,24,16,61,2263,20.0,8
Lincoln,Mark VIII,1997,regular unleaded,280,8,automatic,rear wheel drive,2,luxury,large,coupe,24,16,61,2209,20.0,8
Lincoln,Mark VIII,1998,regular unleaded,280,8,automatic,rear wheel drive,2,luxury,large,coupe,24,15,61,2411,19.5,9
Lincoln,Mark VIII,1998,regular unleaded,290,8,automatic,rear wheel drive,2,luxury,large,coupe,24,15,61,2459,19.5,8
Toyota,Matrix,2011,regular unleaded,132,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,32,25,2031,19685,28.5,149
Toyota,Matrix,2011,regular unleaded,158,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,29,21,2031,20755,25.0,131
Toyota,Matrix,2011,regular unleaded,158,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,28,21,2031,19565,24.5,124
Toyota,Matrix,2011,regular unleaded,158,4,automatic,all wheel drive,4,hatchback,compact,4dr hatchback,26,20,2031,21715,23.0,137
Toyota,Matrix,2011,regular unleaded,132,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,32,26,2031,18845,29.0,143
Toyota,Matrix,2012,regular unleaded,158,4,automatic,all wheel drive,4,hatchback,compact,4dr hatchback,26,20,2031,21715,23.0,137
Toyota,Matrix,2012,regular unleaded,132,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,32,26,2031,18845,29.0,143
Toyota,Matrix,2012,regular unleaded,158,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,29,21,2031,20755,25.0,131
Toyota,Matrix,2012,regular unleaded,132,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,32,25,2031,19685,28.5,149
Toyota,Matrix,2012,regular unleaded,158,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,28,21,2031,19565,24.5,124
Toyota,Matrix,2013,regular unleaded,132,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,32,25,2031,20115,28.5,152
Toyota,Matrix,2013,regular unleaded,158,4,automatic,all wheel drive,4,hatchback,compact,4dr hatchback,26,20,2031,22415,23.0,142
Toyota,Matrix,2013,regular unleaded,158,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,28,21,2031,20265,24.5,128
Toyota,Matrix,2013,regular unleaded,158,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,29,21,2031,21455,25.0,136
Toyota,Matrix,2013,regular unleaded,132,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,32,26,2031,19275,29.0,146
Nissan,Maxima,2014,premium unleaded (recommended),290,6,automatic,front wheel drive,4,performance,midsize,sedan,26,19,2009,34380,22.5,119
Nissan,Maxima,2014,premium unleaded (recommended),290,6,automatic,front wheel drive,4,performance,midsize,sedan,26,19,2009,31290,22.5,108
Nissan,Maxima,2016,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,22,2009,36990,26.0,123
Nissan,Maxima,2016,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,22,2009,34490,26.0,115
Nissan,Maxima,2016,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,22,2009,32510,26.0,108
Nissan,Maxima,2016,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,22,2009,39960,26.0,133
Nissan,Maxima,2016,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,22,2009,37770,26.0,126
Nissan,Maxima,2017,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,21,2009,34590,25.5,115
Nissan,Maxima,2017,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,21,2009,37090,25.5,124
Nissan,Maxima,2017,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,21,2009,40040,25.5,133
Nissan,Maxima,2017,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,21,2009,32610,25.5,109
Nissan,Maxima,2017,premium unleaded (recommended),300,6,automatic,front wheel drive,4,high-performance,midsize,sedan,30,21,2009,37870,25.5,126
Mercedes-Benz,Maybach,2016,premium unleaded (required),523,12,automatic,rear wheel drive,4,"exotic,luxury,high-performance",large,sedan,20,13,617,189350,16.5,362
Mercedes-Benz,Maybach,2017,premium unleaded (required),523,12,automatic,rear wheel drive,4,"exotic,luxury,high-performance",large,sedan,21,13,617,191300,17.0,366
Mazda,Mazdaspeed 3,2011,premium unleaded (required),263,4,manual,front wheel drive,4,"hatchback,factory tuner,performance",compact,4dr hatchback,25,18,586,23700,21.5,90
Mazda,Mazdaspeed 3,2012,premium unleaded (required),263,4,manual,front wheel drive,4,"hatchback,factory tuner,performance",compact,4dr hatchback,25,18,586,24000,21.5,91
Mazda,Mazdaspeed 3,2013,premium unleaded (required),263,4,manual,front wheel drive,4,"hatchback,factory tuner,performance",compact,4dr hatchback,25,18,586,24200,21.5,92
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,manual,all wheel drive,4,"factory tuner,performance",midsize,sedan,23,17,586,27995,20.0,102
Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,manual,all wheel drive,4,"factory tuner,performance",midsize,sedan,23,17,586,29925,20.0,109
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,manual,all wheel drive,4,"factory tuner,performance",midsize,sedan,23,17,586,29925,20.0,109
Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,manual,all wheel drive,4,"factory tuner,performance",midsize,sedan,23,17,586,27995,20.0,102
Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178,4,manual,rear wheel drive,2,"factory tuner,performance",compact,convertible,24,18,586,25730,21.0,145
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,4,manual,rear wheel drive,2,"factory tuner,performance",compact,convertible,24,18,586,25780,21.0,145
Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,4,manual,rear wheel drive,2,"factory tuner,performance",compact,convertible,24,18,586,26580,21.0,149
Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170,4,manual,front wheel drive,4,"factory tuner,performance",compact,sedan,27,21,586,20480,24.0,120
Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170,4,manual,front wheel drive,4,"factory tuner,performance",compact,sedan,27,21,586,19980,24.0,118
BMW,M,2001,premium unleaded (required),315,6,manual,rear wheel drive,2,"factory tuner,luxury,high-performance",compact,coupe,23,15,3916,44990,19.0,143
BMW,M,2001,premium unleaded (required),315,6,manual,rear wheel drive,2,"factory tuner,luxury,high-performance",compact,convertible,23,15,3916,45990,19.0,146
BMW,M,2002,premium unleaded (required),315,6,manual,rear wheel drive,2,"factory tuner,luxury,high-performance",compact,coupe,25,17,3916,44990,21.0,143
BMW,M,2006,premium unleaded (required),330,6,manual,rear wheel drive,2,"factory tuner,luxury,high-performance",compact,coupe,22,14,3916,49300,18.0,149
BMW,M,2006,premium unleaded (required),330,6,manual,rear wheel drive,2,"factory tuner,luxury,high-performance",compact,convertible,22,14,3916,51300,18.0,155
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,27,18,204,44565,22.5,154
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,27,18,204,48840,22.5,168
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,27,18,204,50840,22.5,175
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,28,20,204,42565,24.0,147
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,28,20,204,48840,24.0,168
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,28,20,204,46840,24.0,162
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,27,18,204,56780,22.5,196
Acura,MDX,2015,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,28,20,204,54780,24.0,189
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,43015,23.0,148
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,49440,23.0,170
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,46515,22.0,160
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,44515,23.0,154
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,19,204,55230,22.5,190
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,45015,22.0,155
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,20,204,53230,23.5,184
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,52640,22.0,182
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,51440,22.0,177
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,50640,22.0,175
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,20,204,55230,23.5,190
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,49440,22.0,170
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,47440,23.0,164
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,48640,23.0,168
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,50640,23.0,175
Acura,MDX,2016,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,19,204,57230,22.5,197
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,19,204,56400,22.5,194
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,48360,23.0,167
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,50360,22.0,174
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,52360,22.0,181
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,19,204,58400,22.5,201
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,20,204,56400,23.5,194
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,43950,23.0,152
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,19,204,50360,23.0,174
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,all wheel drive,4,"crossover,luxury",midsize,4dr suv,26,18,204,45950,22.0,158
Acura,MDX,2017,premium unleaded (recommended),290,6,automatic,front wheel drive,4,"crossover,luxury",midsize,4dr suv,27,20,204,54400,23.5,188
Mercedes-Benz,Metris,2016,premium unleaded (recommended),208,4,automatic,rear wheel drive,4,luxury,compact,passenger minivan,23,20,617,32500,21.5,156
Mercedes-Benz,Metris,2016,premium unleaded (recommended),208,4,automatic,rear wheel drive,3,luxury,large,cargo minivan,24,21,617,28950,22.5,139
Chevrolet,Metro,1999,regular unleaded,55,3,manual,front wheel drive,2,hatchback,compact,2dr hatchback,42,34,1385,2000,38.0,36
Chevrolet,Metro,1999,regular unleaded,79,4,manual,front wheel drive,4,luxury,compact,sedan,39,33,1385,2000,36.0,25
Chevrolet,Metro,1999,regular unleaded,79,4,manual,front wheel drive,2,hatchback,compact,2dr hatchback,39,33,1385,2000,36.0,25
Chevrolet,Metro,2000,regular unleaded,79,4,manual,front wheel drive,4,luxury,compact,sedan,38,31,1385,2000,34.5,25
Chevrolet,Metro,2000,regular unleaded,55,3,manual,front wheel drive,2,hatchback,compact,2dr hatchback,41,32,1385,2000,36.5,36
Chevrolet,Metro,2000,regular unleaded,79,4,manual,front wheel drive,2,hatchback,compact,2dr hatchback,38,31,1385,2000,34.5,25
Chevrolet,Metro,2001,regular unleaded,79,4,automatic,front wheel drive,4,unspecified,compact,sedan,31,26,1385,12515,28.5,158
Mitsubishi,Mighty Max Pickup,1995,regular unleaded,116,4,manual,rear wheel drive,2,luxury,compact,regular cab pickup,23,18,436,2000,20.5,17
Mitsubishi,Mighty Max Pickup,1996,regular unleaded,116,4,manual,rear wheel drive,2,luxury,compact,regular cab pickup,23,18,436,2000,20.5,17
Mazda,Millenia,2000,regular unleaded,210,6,automatic,front wheel drive,4,performance,midsize,sedan,25,17,586,2381,21.0,11
Mazda,Millenia,2000,regular unleaded,210,6,automatic,front wheel drive,4,performance,midsize,sedan,25,17,586,2337,21.0,11
Mazda,Millenia,2000,regular unleaded,170,6,automatic,front wheel drive,4,unspecified,midsize,sedan,24,17,586,2138,20.5,13
Mazda,Millenia,2001,premium unleaded (required),210,6,automatic,front wheel drive,4,performance,midsize,sedan,25,17,586,31025,21.0,148
Mazda,Millenia,2001,regular unleaded,170,6,automatic,front wheel drive,4,"hatchback,factory tuner,performance",midsize,sedan,24,17,586,28025,20.5,165
Mazda,Millenia,2002,regular unleaded,170,6,automatic,front wheel drive,4,unspecified,midsize,sedan,24,17,586,28075,20.5,165
Mazda,Millenia,2002,premium unleaded (required),210,6,automatic,front wheel drive,4,performance,midsize,sedan,25,17,586,31075,21.0,148
Mazda,Millenia,2002,premium unleaded (required),210,6,automatic,front wheel drive,4,performance,midsize,sedan,25,17,586,31675,21.0,151
Mazda,Millenia,2002,regular unleaded,170,6,automatic,front wheel drive,4,unspecified,midsize,sedan,24,17,586,28875,20.5,170
Infiniti,M,2012,premium unleaded (required),330,6,automatic,all wheel drive,4,"luxury,performance",large,sedan,24,17,190,49850,20.5,151
Infiniti,M,2012,premium unleaded (required),330,6,automatic,rear wheel drive,4,"luxury,performance",large,sedan,26,18,190,47700,22.0,145
Infiniti,M,2012,premium unleaded (recommended),360,6,automatic,rear wheel drive,4,"luxury,hybrid",large,sedan,32,27,190,53700,29.5,149
Infiniti,M,2012,premium unleaded (required),420,8,automatic,rear wheel drive,4,"luxury,performance",large,sedan,24,16,190,59200,20.0,141
Infiniti,M,2012,premium unleaded (required),420,8,automatic,all wheel drive,4,"luxury,performance",large,sedan,23,16,190,61700,19.5,147
Infiniti,M,2013,premium unleaded (required),420,8,automatic,rear wheel drive,4,"luxury,performance",large,sedan,24,16,190,61200,20.0,146
